Game,n,k,Approximator,Budget,MSE_mean,MSE_std,MSE_min,MSE_max,MSE_se,Prec10_mean,Prec10_std,Prec10_min,Prec10_max,Prec10_se,Runtime_mean,Runtime_std,Runtime_min,Runtime_max,Runtime_se,Iterations
SOUM,15,2,SHAPIQ,10000,0.0020701793807924597,0.0009506029844168323,0.0011680216898051462,0.00388884854523232,0.00030060705813107384,0.8700000000000001,0.06749485577105527,0.8,1.0,0.021343747458109488,0.9417508602142334,0.006652004882979476,0.928884744644165,0.950575590133667,0.0021035486436776986,10
SOUM,15,2,SVARMIQ,10000,0.00116213134280445,0.00021762189807813945,0.0008787636567519309,0.0016599613789976338,6.881808666559403e-05,0.93,0.04830458915396477,0.9,1.0,0.015275252316519461,8.49133746623993,0.024359179728761116,8.462885618209839,8.534384489059448,0.007703048987628727,10
SOUM,15,3,KernelSHAPIQ,10000,0.07319355556899802,0.09053908667309465,0.0055144596660204,0.23293169039263986,0.02863097311583759,0.5599999999999999,0.2633122354417533,0.1,0.9,0.0832666399786453,1.9896215677261353,0.01200748743784395,1.9728851318359375,2.016146421432495,0.0037971009279446385,10
SOUM,15,3,PermutationIQ,10000,0.04391174142542593,0.0044528669623615175,0.03520017809098995,0.051984410014136784,0.0014081201718777665,0.49000000000000005,0.11972189997378652,0.3,0.6,0.03785938897200182,1.8483594179153442,0.015476976666282059,1.822035789489746,1.8663229942321777,0.004894249755873111,10
SOUM,15,3,PermutationIQStratified,10000,0.042738669030735435,0.003829218927923908,0.035259689548146615,0.04801226562074565,0.0012109053471667682,0.5,0.1414213562373095,0.3,0.7,0.044721359549995794,1.987987232208252,0.05320736945422068,1.9279420375823975,2.07468318939209,0.01682564757814075,10
SOUM,15,3,PermutationSamplingSII,10000,0.610996944961313,0.3431355047658362,0.31007212485401997,1.2160290748594473,0.10850897411316045,0.09,0.11005049346146117,0.0,0.3,0.0348010216963685,0.2785437345504761,0.0010910858890738563,0.2759556770324707,0.2796456813812256,0.00034503165323431976,10
SOUM,15,3,SHAPIQ,10000,0.013197049107600032,0.006683064015986271,0.006896951054744708,0.025510386782113863,0.0021133704039228555,0.6900000000000001,0.09944289260117531,0.5,0.8,0.031446603773522014,1.7560042858123779,0.012127005298038002,1.7348589897155762,1.773069143295288,0.0038348957938729097,10
SOUM,15,3,SVARMIQ,10000,0.005561234931726537,0.001013308223613612,0.004141075732582953,0.006954518911768603,0.00032043619583982293,0.77,0.06749485577105531,0.6,0.8,0.021343747458109505,69.70646772384643,0.08322002950620712,69.57067084312439,69.81875443458557,0.0263164840186032,10
SOUM,15,4,KernelSHAPIQ,10000,1.1954520291745505,1.3593731811239447,0.08497878369788597,3.3039951400562533,0.4298715442500274,0.11000000000000001,0.1100504934614612,0.0,0.4,0.034801021696368506,15.086040353775024,0.14214991352623949,14.928403377532959,15.34570860862732,0.04495174959388933,10
SOUM,15,4,PermutationIQ,10000,0.14817847448348495,0.015265616892395488,0.12606152467492948,0.17493015127284375,0.00482741192675113,0.14,0.0843274042711568,0.0,0.2,0.026666666666666672,7.993781304359436,0.06392524315279458,7.874520540237427,8.138803958892822,0.020214936834291306,10
