"","Facetvar","Variant","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"433","K=(6, 7)","player_7",500,2.37551421693413e-07,1.97280265624654e-07,2.77822577762172e-07
"434","K=(6, 7)","player_7",750,3.06481067620717e-07,2.61774967804975e-07,3.51187167436458e-07
"435","K=(6, 7)","player_7",1000,3.46587867611965e-07,2.98075207409166e-07,3.95100527814764e-07
"436","K=(6, 7)","player_7",2000,1.81117313784266e-07,1.61421956068682e-07,2.0081267149985e-07
"437","K=(6, 7)","player_7",3500,2.13622853721325e-07,1.93666154049593e-07,2.33579553393056e-07
"438","K=(6, 7)","player_7",5000,2.09930546241525e-07,1.93548320985509e-07,2.26312771497541e-07
"439","K=(6, 7)","player_7",7500,2.12547780639505e-07,2.00235847376529e-07,2.2485971390248e-07
"440","K=(6, 7)","player_7",10000,1.69201031321503e-07,1.61099761972405e-07,1.77302300670601e-07
"441","K=(0, 1, 2)","inverse_variance_weighting",50,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"442","K=(0, 1, 2)","inverse_variance_weighting",100,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"443","K=(0, 1, 2)","inverse_variance_weighting",250,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"444","K=(0, 1, 2)","inverse_variance_weighting",500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"445","K=(0, 1, 2)","inverse_variance_weighting",750,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"446","K=(0, 1, 2)","inverse_variance_weighting",1000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"447","K=(0, 1, 2)","inverse_variance_weighting",2000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"448","K=(0, 1, 2)","inverse_variance_weighting",3500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"449","K=(0, 1, 2)","inverse_variance_weighting",5000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"450","K=(0, 1, 2)","inverse_variance_weighting",7500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"451","K=(0, 1, 2)","inverse_variance_weighting",10000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"452","K=(0, 1, 2)","inverse_variance_weighting_optimal",50,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"453","K=(0, 1, 2)","inverse_variance_weighting_optimal",100,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"454","K=(0, 1, 2)","inverse_variance_weighting_optimal",250,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"455","K=(0, 1, 2)","inverse_variance_weighting_optimal",500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"456","K=(0, 1, 2)","inverse_variance_weighting_optimal",750,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"457","K=(0, 1, 2)","inverse_variance_weighting_optimal",1000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"458","K=(0, 1, 2)","inverse_variance_weighting_optimal",2000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"459","K=(0, 1, 2)","inverse_variance_weighting_optimal",3500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"460","K=(0, 1, 2)","inverse_variance_weighting_optimal",5000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"461","K=(0, 1, 2)","inverse_variance_weighting_optimal",7500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"462","K=(0, 1, 2)","inverse_variance_weighting_optimal",10000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"463","K=(0, 1, 2)","mean",50,3.43647172271146e-07,2.42611048672367e-07,4.44683295869925e-07
"464","K=(0, 1, 2)","mean",100,7.13553846046469e-07,5.25948680135447e-07,9.01159011957491e-07
"465","K=(0, 1, 2)","mean",250,2.21555333644805e-07,1.70929403027314e-07,2.72181264262295e-07
"466","K=(0, 1, 2)","mean",500,1.67422023294179e-07,1.39876586180875e-07,1.94967460407482e-07
"467","K=(0, 1, 2)","mean",750,1.23846256442234e-07,1.06066134062555e-07,1.41626378821913e-07
"468","K=(0, 1, 2)","mean",1000,9.87528402921776e-08,8.30696749262194e-08,1.14436005658136e-07
"469","K=(0, 1, 2)","mean",2000,7.3180760636066e-08,6.45920577797494e-08,8.17694634923827e-08
"470","K=(0, 1, 2)","mean",3500,6.51867670670664e-08,5.8187593422651e-08,7.21859407114818e-08
"471","K=(0, 1, 2)","mean",5000,5.85045174883424e-08,5.21991875763987e-08,6.48098474002861e-08
"472","K=(0, 1, 2)","mean",7500,4.8869669463946e-08,4.49393166386432e-08,5.28000222892487e-08
"473","K=(0, 1, 2)","mean",10000,4.74117314689231e-08,4.31378810948068e-08,5.16855818430395e-08
"474","K=(0, 1, 2)","player_0",50,3.01177550225235e-06,2.18212413440395e-06,3.84142687010076e-06
"475","K=(0, 1, 2)","player_0",100,6.44451891007117e-06,4.58237717557036e-06,8.30666064457198e-06
"476","K=(0, 1, 2)","player_0",250,1.73957870939269e-06,1.34381519058588e-06,2.13534222819951e-06
"477","K=(0, 1, 2)","player_0",500,1.14390999357136e-06,9.14408472801948e-07,1.37341151434077e-06
"478","K=(0, 1, 2)","player_0",750,7.78440486509504e-07,6.58560015489017e-07,8.98320957529992e-07
"479","K=(0, 1, 2)","player_0",1000,5.14004374029026e-07,4.11800244179578e-07,6.16208503878474e-07
"480","K=(0, 1, 2)","player_0",2000,2.67859337820639e-07,2.28042981798271e-07,3.07675693843007e-07
"481","K=(0, 1, 2)","player_0",3500,1.68222562662335e-07,1.40164276950881e-07,1.96280848373789e-07
"482","K=(0, 1, 2)","player_0",5000,1.36602779540209e-07,1.10892488321471e-07,1.62313070758946e-07
"483","K=(0, 1, 2)","player_0",7500,8.06350988895317e-08,6.79540693162094e-08,9.3316128462854e-08
"484","K=(0, 1, 2)","player_0",10000,8.36358934967201e-08,6.97171792013042e-08,9.75546077921361e-08
"485","K=(0, 1, 2)","player_1",50,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"486","K=(0, 1, 2)","player_1",100,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"487","K=(0, 1, 2)","player_1",250,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"488","K=(0, 1, 2)","player_1",500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"489","K=(0, 1, 2)","player_1",750,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"490","K=(0, 1, 2)","player_1",1000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"491","K=(0, 1, 2)","player_1",2000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"492","K=(0, 1, 2)","player_1",3500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"493","K=(0, 1, 2)","player_1",5000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"494","K=(0, 1, 2)","player_1",7500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"495","K=(0, 1, 2)","player_1",10000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"496","K=(0, 1, 2)","player_2",50,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"497","K=(0, 1, 2)","player_2",100,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"498","K=(0, 1, 2)","player_2",250,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"499","K=(0, 1, 2)","player_2",500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"500","K=(0, 1, 2)","player_2",750,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"501","K=(0, 1, 2)","player_2",1000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"502","K=(0, 1, 2)","player_2",2000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"503","K=(0, 1, 2)","player_2",3500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"504","K=(0, 1, 2)","player_2",5000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"505","K=(0, 1, 2)","player_2",7500,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"506","K=(0, 1, 2)","player_2",10000,4.54825021335248e-08,4.54825021335248e-08,4.54825021335248e-08
"507","K=(3, 4, 5)","inverse_variance_weighting",50,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"508","K=(3, 4, 5)","inverse_variance_weighting",100,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"509","K=(3, 4, 5)","inverse_variance_weighting",250,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"510","K=(3, 4, 5)","inverse_variance_weighting",500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"511","K=(3, 4, 5)","inverse_variance_weighting",750,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"512","K=(3, 4, 5)","inverse_variance_weighting",1000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"513","K=(3, 4, 5)","inverse_variance_weighting",2000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"514","K=(3, 4, 5)","inverse_variance_weighting",3500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"515","K=(3, 4, 5)","inverse_variance_weighting",5000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"516","K=(3, 4, 5)","inverse_variance_weighting",7500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"517","K=(3, 4, 5)","inverse_variance_weighting",10000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"518","K=(3, 4, 5)","inverse_variance_weighting_optimal",50,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"519","K=(3, 4, 5)","inverse_variance_weighting_optimal",100,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"520","K=(3, 4, 5)","inverse_variance_weighting_optimal",250,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"521","K=(3, 4, 5)","inverse_variance_weighting_optimal",500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"522","K=(3, 4, 5)","inverse_variance_weighting_optimal",750,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"523","K=(3, 4, 5)","inverse_variance_weighting_optimal",1000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"524","K=(3, 4, 5)","inverse_variance_weighting_optimal",2000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"525","K=(3, 4, 5)","inverse_variance_weighting_optimal",3500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"526","K=(3, 4, 5)","inverse_variance_weighting_optimal",5000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"527","K=(3, 4, 5)","inverse_variance_weighting_optimal",7500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"528","K=(3, 4, 5)","inverse_variance_weighting_optimal",10000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"529","K=(3, 4, 5)","mean",50,8.17679089861998e-08,5.053307576724e-08,1.1300274220516e-07
"530","K=(3, 4, 5)","mean",100,4.29253880577307e-08,3.05379439131475e-08,5.5312832202314e-08
"531","K=(3, 4, 5)","mean",250,1.7185978628427e-08,1.44164144037508e-08,1.99555428531032e-08
"532","K=(3, 4, 5)","mean",500,1.18082877724503e-08,9.21260967104252e-09,1.44039658738581e-08
"533","K=(3, 4, 5)","mean",750,5.81876381457093e-09,4.47308609680202e-09,7.16444153233985e-09
"534","K=(3, 4, 5)","mean",1000,4.58742999534816e-09,3.55362730503006e-09,5.62123268566625e-09
"535","K=(3, 4, 5)","mean",2000,2.49905923877795e-09,1.87876855518338e-09,3.11934992237251e-09
"536","K=(3, 4, 5)","mean",3500,1.07447727051065e-09,8.61532296044776e-10,1.28742224497653e-09
"537","K=(3, 4, 5)","mean",5000,9.44615320554112e-10,7.74073851466147e-10,1.11515678964208e-09
"538","K=(3, 4, 5)","mean",7500,5.56753113569646e-10,4.56020918974528e-10,6.57485308164763e-10
"539","K=(3, 4, 5)","mean",10000,4.45730673911255e-10,3.69497501091233e-10,5.21963846731278e-10
"540","K=(3, 4, 5)","player_3",50,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"541","K=(3, 4, 5)","player_3",100,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"542","K=(3, 4, 5)","player_3",250,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"543","K=(3, 4, 5)","player_3",500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"544","K=(3, 4, 5)","player_3",750,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"545","K=(3, 4, 5)","player_3",1000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"546","K=(3, 4, 5)","player_3",2000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"547","K=(3, 4, 5)","player_3",3500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"548","K=(3, 4, 5)","player_3",5000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"549","K=(3, 4, 5)","player_3",7500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"550","K=(3, 4, 5)","player_3",10000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"551","K=(3, 4, 5)","player_4",50,7.35911180875798e-07,4.5479768190516e-07,1.01702467984644e-06
"552","K=(3, 4, 5)","player_4",100,3.86328492519577e-07,2.74841495218327e-07,4.97815489820826e-07
"553","K=(3, 4, 5)","player_4",250,1.54673807655843e-07,1.29747729633757e-07,1.79599885677929e-07
"554","K=(3, 4, 5)","player_4",500,1.06274589952053e-07,8.29134870393827e-08,1.29635692864723e-07
"555","K=(3, 4, 5)","player_4",750,5.23688743311384e-08,4.02577748712182e-08,6.44799737910586e-08
"556","K=(3, 4, 5)","player_4",1000,4.12868699581334e-08,3.19826457452705e-08,5.05910941709963e-08
"557","K=(3, 4, 5)","player_4",2000,2.24915331490015e-08,1.69089169966505e-08,2.80741493013526e-08
"558","K=(3, 4, 5)","player_4",3500,9.67029543459588e-09,7.75379066440299e-09,1.15868002047888e-08
"559","K=(3, 4, 5)","player_4",5000,8.50153788498701e-09,6.96666466319533e-09,1.00364111067787e-08
"560","K=(3, 4, 5)","player_4",7500,5.01077802212681e-09,4.10418827077075e-09,5.91736777348287e-09
"561","K=(3, 4, 5)","player_4",10000,4.01157606520130e-09,3.32547750982110e-09,4.69767462058150e-09
"562","K=(3, 4, 5)","player_5",50,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"563","K=(3, 4, 5)","player_5",100,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"564","K=(3, 4, 5)","player_5",250,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"565","K=(3, 4, 5)","player_5",500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"566","K=(3, 4, 5)","player_5",750,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"567","K=(3, 4, 5)","player_5",1000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"568","K=(3, 4, 5)","player_5",2000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"569","K=(3, 4, 5)","player_5",3500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"570","K=(3, 4, 5)","player_5",5000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"571","K=(3, 4, 5)","player_5",7500,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"572","K=(3, 4, 5)","player_5",10000,1.32702291948297e-38,1.32702291948297e-38,1.32702291948297e-38
"573","K=(6, 7, 8)","inverse_variance_weighting",50,4.46392899329263e-07,2.87933702822864e-07,6.04852095835661e-07
"574","K=(6, 7, 8)","inverse_variance_weighting",100,1.08859808866251e-07,8.17282639660361e-08,1.35991353766466e-07
"575","K=(6, 7, 8)","inverse_variance_weighting",250,6.60086335746906e-08,4.32748316316857e-08,8.87424355176955e-08
"576","K=(6, 7, 8)","inverse_variance_weighting",500,4.5106271178737e-08,3.45424266978693e-08,5.56701156596047e-08
"577","K=(6, 7, 8)","inverse_variance_weighting",750,1.64056562228438e-08,1.32723810589177e-08,1.95389313867698e-08
"578","K=(6, 7, 8)","inverse_variance_weighting",1000,3.78943904670267e-08,2.25444124350454e-08,5.32443684990081e-08
"579","K=(6, 7, 8)","inverse_variance_weighting",2000,1.45772534105537e-08,1.1120188462612e-08,1.80343183584954e-08
"580","K=(6, 7, 8)","inverse_variance_weighting",3500,7.14359025517738e-09,5.90286543000525e-09,8.38431508034951e-09
"581","K=(6, 7, 8)","inverse_variance_weighting",5000,5.32148266397382e-09,4.08688454540309e-09,6.55608078254456e-09
"582","K=(6, 7, 8)","inverse_variance_weighting",7500,2.49054788130324e-09,2.02513784360419e-09,2.95595791900229e-09
"583","K=(6, 7, 8)","inverse_variance_weighting",10000,2.2525523289516e-09,1.73282060180877e-09,2.77228405609443e-09
"584","K=(6, 7, 8)","inverse_variance_weighting_optimal",50,6.58711071556091e-07,4.05404248785897e-07,9.12017894326284e-07
"585","K=(6, 7, 8)","inverse_variance_weighting_optimal",100,4.47286743943884e-07,1.54456140139e-07,7.40117347748768e-07
"586","K=(6, 7, 8)","inverse_variance_weighting_optimal",250,6.04993217422999e-08,4.77665168109326e-08,7.32321266736671e-08
"587","K=(6, 7, 8)","inverse_variance_weighting_optimal",500,6.29310501890083e-08,4.51796980722956e-08,8.06824023057209e-08
"588","K=(6, 7, 8)","inverse_variance_weighting_optimal",750,2.03306707869739e-08,1.67747587308961e-08,2.38865828430517e-08
"589","K=(6, 7, 8)","inverse_variance_weighting_optimal",1000,3.09767559825344e-08,2.00060928228868e-08,4.19474191421821e-08
"590","K=(6, 7, 8)","inverse_variance_weighting_optimal",2000,1.41024268804833e-08,1.06552146957317e-08,1.7549639065235e-08
"591","K=(6, 7, 8)","inverse_variance_weighting_optimal",3500,7.5657601196708e-09,5.88843706760583e-09,9.24308317173577e-09
"592","K=(6, 7, 8)","inverse_variance_weighting_optimal",5000,4.61987183606486e-09,3.64859617132648e-09,5.59114750080325e-09
"593","K=(6, 7, 8)","inverse_variance_weighting_optimal",7500,2.72140678912247e-09,2.15714030246759e-09,3.28567327577734e-09
"594","K=(6, 7, 8)","inverse_variance_weighting_optimal",10000,2.41833166770024e-09,1.8233119073483e-09,3.01335142805219e-09
"595","K=(6, 7, 8)","mean",50,2.42803483397424e-06,1.92539486877301e-06,2.93067479917547e-06
"596","K=(6, 7, 8)","mean",100,2.11583598918492e-06,8.58524430989388e-07,3.37314754738045e-06
"597","K=(6, 7, 8)","mean",250,5.7641808249153e-07,4.88494721404833e-07,6.64341443578227e-07
"598","K=(6, 7, 8)","mean",500,3.12224974108412e-07,2.30983589117589e-07,3.93466359099235e-07
"599","K=(6, 7, 8)","mean",750,2.16733755877381e-07,1.7468575828452e-07,2.58781753470242e-07
"600","K=(6, 7, 8)","mean",1000,2.59757422912661e-07,2.00639245139806e-07,3.18875600685516e-07
"601","K=(6, 7, 8)","mean",2000,1.02934257082511e-07,8.6661690676834e-08,1.19206823488189e-07
"602","K=(6, 7, 8)","mean",3500,4.54133311495597e-08,3.58128006360488e-08,5.50138616630706e-08
"603","K=(6, 7, 8)","mean",5000,4.44475195030252e-08,3.64754950108318e-08,5.24195439952186e-08
"604","K=(6, 7, 8)","mean",7500,2.77655728189077e-08,2.29224671445871e-08,3.26086784932283e-08
"605","K=(6, 7, 8)","mean",10000,1.92603414789498e-08,1.58046155676116e-08,2.27160673902879e-08
"606","K=(6, 7, 8)","player_6",50,7.36972431570435e-07,4.51981434415926e-07,1.02196342872494e-06
"607","K=(6, 7, 8)","player_6",100,5.67819667058676e-07,1.67116616908438e-07,9.68522717208915e-07
"608","K=(6, 7, 8)","player_6",250,5.62657184298128e-08,4.49040064723934e-08,6.76274303872322e-08
"609","K=(6, 7, 8)","player_6",500,7.61604944778166e-08,5.28623832576895e-08,9.94586056979438e-08
"610","K=(6, 7, 8)","player_6",750,2.46618527164401e-08,1.90113457303539e-08,3.03123597025262e-08
"611","K=(6, 7, 8)","player_6",1000,3.07370719607989e-08,2.22869881948491e-08,3.91871557267486e-08
"612","K=(6, 7, 8)","player_6",2000,1.6633020098751e-08,1.31419313729668e-08,2.01241088245351e-08
"613","K=(6, 7, 8)","player_6",3500,8.84659438689848e-09,6.71097042559172e-09,1.09822183482053e-08
"614","K=(6, 7, 8)","player_6",5000,5.15279234605832e-09,4.15171598155592e-09,6.15386871056072e-09
"615","K=(6, 7, 8)","player_6",7500,3.33184240427996e-09,2.52408789378181e-09,4.13959691477811e-09
"616","K=(6, 7, 8)","player_6",10000,2.54513915754787e-09,1.91664807601331e-09,3.17363023908243e-09
"617","K=(6, 7, 8)","player_7",50,7.85480101812332e-06,6.27162808643765e-06,9.43797394980899e-06
"618","K=(6, 7, 8)","player_7",100,1.21462496922145e-05,4.07943998595724e-06,2.02130593984719e-05
"619","K=(6, 7, 8)","player_7",250,2.03191166841751e-06,1.67720443642837e-06,2.38661890040666e-06
"620","K=(6, 7, 8)","player_7",500,1.61361243477611e-06,1.19584708106955e-06,2.03137778848267e-06
"621","K=(6, 7, 8)","player_7",750,9.52318195948697e-07,5.92333562720226e-07,1.31230282917717e-06
"622","K=(6, 7, 8)","player_7",1000,1.1936418623749e-06,9.03040885034174e-07,1.48424283971563e-06
"623","K=(6, 7, 8)","player_7",2000,3.40947377658215e-07,2.68074145212139e-07,4.13820610104291e-07
"624","K=(6, 7, 8)","player_7",3500,2.39946420886906e-07,2.02890989501761e-07,2.77001852272052e-07
"625","K=(6, 7, 8)","player_7",5000,1.87769379799411e-07,1.50898760424409e-07,2.24639999174413e-07
"626","K=(6, 7, 8)","player_7",7500,1.36155875652313e-07,1.17162243252586e-07,1.55149508052039e-07
"627","K=(6, 7, 8)","player_7",10000,9.72085589168671e-08,7.84583134437233e-08,1.15958804390011e-07
"628","K=(6, 7, 8)","player_8",50,9.44589383757413e-06,6.80961341046392e-06,1.20821742646843e-05
"629","K=(6, 7, 8)","player_8",100,3.25826301546881e-06,2.45193436285742e-06,4.0645916680802e-06
"630","K=(6, 7, 8)","player_8",250,1.5250690833776e-06,1.20504996292275e-06,1.84508820383245e-06
"631","K=(6, 7, 8)","player_8",500,8.58419678639344e-07,6.89155973769195e-07,1.02768338350949e-06
"632","K=(6, 7, 8)","player_8",750,6.63448588515334e-07,5.36827252221142e-07,7.90069924809526e-07
"633","K=(6, 7, 8)","player_8",1000,5.43880187524635e-07,4.47418895835542e-07,6.40341479213728e-07
"634","K=(6, 7, 8)","player_8",2000,3.03376193112054e-07,2.46281499934265e-07,3.60470886289843e-07
"635","K=(6, 7, 8)","player_8",3500,1.07014329653726e-07,8.67304425279025e-08,1.27298216779549e-07
"636","K=(6, 7, 8)","player_8",5000,8.7066385723587e-08,7.05896467664623e-08,1.03543124680712e-07
"637","K=(6, 7, 8)","player_8",7500,5.04071290888314e-08,4.04658079454364e-08,6.03484502322263e-08
"638","K=(6, 7, 8)","player_8",10000,3.39561362793022e-08,2.68031085842963e-08,4.11091639743081e-08
"639","K=(9, 10, 11)","inverse_variance_weighting",50,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"640","K=(9, 10, 11)","inverse_variance_weighting",100,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"641","K=(9, 10, 11)","inverse_variance_weighting",250,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"642","K=(9, 10, 11)","inverse_variance_weighting",500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"643","K=(9, 10, 11)","inverse_variance_weighting",750,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"644","K=(9, 10, 11)","inverse_variance_weighting",1000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"645","K=(9, 10, 11)","inverse_variance_weighting",2000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"646","K=(9, 10, 11)","inverse_variance_weighting",3500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"647","K=(9, 10, 11)","inverse_variance_weighting",5000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"648","K=(9, 10, 11)","inverse_variance_weighting",7500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"649","K=(9, 10, 11)","inverse_variance_weighting",10000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"650","K=(9, 10, 11)","inverse_variance_weighting_optimal",50,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"651","K=(9, 10, 11)","inverse_variance_weighting_optimal",100,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"652","K=(9, 10, 11)","inverse_variance_weighting_optimal",250,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"653","K=(9, 10, 11)","inverse_variance_weighting_optimal",500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"654","K=(9, 10, 11)","inverse_variance_weighting_optimal",750,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"655","K=(9, 10, 11)","inverse_variance_weighting_optimal",1000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"656","K=(9, 10, 11)","inverse_variance_weighting_optimal",2000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"657","K=(9, 10, 11)","inverse_variance_weighting_optimal",3500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"658","K=(9, 10, 11)","inverse_variance_weighting_optimal",5000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"659","K=(9, 10, 11)","inverse_variance_weighting_optimal",7500,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"660","K=(9, 10, 11)","inverse_variance_weighting_optimal",10000,4.38274601997155e-09,4.38274601997155e-09,4.38274601997155e-09
"661","K=(9, 10, 11)","mean",50,1.28642220695088e-07,9.42077227355422e-08,1.63076718654634e-07
"662","K=(9, 10, 11)","mean",100,4.82788067332225e-08,3.75948875542609e-08,5.89627259121841e-08
"663","K=(9, 10, 11)","mean",250,4.17063338750765e-08,3.15860844092215e-08,5.18265833409314e-08
"664","K=(9, 10, 11)","mean",500,2.16808668027846e-08,1.67147960923326e-08,2.66469375132366e-08
"665","K=(9, 10, 11)","mean",750,1.02439860903539e-08,8.58238744375382e-09,1.1905584736954e-08
"666","K=(9, 10, 11)","mean",1000,1.10226020219559e-08,9.40985943905635e-09,1.26353446048555e-08
"667","K=(9, 10, 11)","mean",2000,9.34351195221787e-09,7.80482498290464e-09,1.08821989215311e-08
"668","K=(9, 10, 11)","mean",3500,5.84095047902298e-09,4.91338390992477e-09,6.76851704812119e-09
"669","K=(9, 10, 11)","mean",5000,4.66993946429343e-09,4.12657439904756e-09,5.2133045295393e-09
"670","K=(9, 10, 11)","mean",7500,4.82039839405003e-09,4.2948657077144e-09,5.34593108038566e-09
"671","K=(9, 10, 11)","mean",10000,5.01647621410978e-09,4.57503680965712e-09,5.45791561856244e-09
"672","K=(9, 10, 11)","player_10",50,9.51339815542607e-07,6.45289469698015e-07,1.2573901613872e-06
"673","K=(9, 10, 11)","player_10",100,2.19078967642817e-07,1.66563093634669e-07,2.71594841650966e-07
"674","K=(9, 10, 11)","player_10",250,1.78295508931254e-07,1.31631821466816e-07,2.24959196395692e-07
