"","Facetvar","Approximator","Budget","Prec10_mean","Prec10_ribbon_min","Prec10_ribbon_max"
"222","k=4","SHAPIQ",50,0.01,0.00571428571428572,0.0142857142857143
"223","k=4","SHAPIQ",100,0.008,0.00412438286678557,0.0118756171332144
"224","k=4","SHAPIQ",250,0.016,0.0100341105663368,0.0219658894336632
"225","k=4","SHAPIQ",500,0.01,0.00484921246362288,0.0151507875363771
"226","k=4","SHAPIQ",750,0.02,0.0136112343500006,0.0263887656499994
"227","k=4","SHAPIQ",1000,0.01,0.00571428571428572,0.0142857142857143
"228","k=4","SHAPIQ",2000,0.014,0.00904304240774358,0.0189569575922564
"229","k=4","SHAPIQ",3500,0.05,0.0404168515250009,0.0595831484749991
"230","k=4","SHAPIQ",5000,0.122,0.106803330117746,0.137196669882254
"231","k=4","SVARMIQ",16,0.008,0.00412438286678557,0.0118756171332144
"232","k=4","SVARMIQ",50,0.002,0,0.004
"233","k=4","SVARMIQ",100,0.01,0.00571428571428572,0.0142857142857143
"234","k=4","SVARMIQ",250,0.004,0.00120058315110494,0.00679941684889506
"235","k=4","SVARMIQ",500,0.038,0.0243304300412506,0.0516695699587493
"236","k=4","SVARMIQ",750,0.048,0.0305644042258373,0.0654355957741627
"237","k=4","SVARMIQ",1000,0.036,0.0280409209844662,0.0439590790155338
"238","k=4","SVARMIQ",2000,0.124,0.105803790482182,0.142196209517818
"239","k=4","SVARMIQ",3500,0.218,0.196487782303907,0.239512217696093
"240","k=4","SVARMIQ",5000,0.37,0.345380445800551,0.394619554199449
