"","Facetvar","Approximator","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"1","k=1","KernelSHAPIQ",50,257.330264867152,217.719885699143,296.94064403516
"2","k=1","KernelSHAPIQ",100,69.0883769850398,60.1671002698041,78.0096537002756
"3","k=1","KernelSHAPIQ",200,34.7767503250988,29.5784314962212,39.9750691539764
"4","k=1","KernelSHAPIQ",350,13.084729906957,11.3746296791709,14.7948301347432
"5","k=1","KernelSHAPIQ",500,9.54234902750452,8.22135568112304,10.863342373886
"6","k=1","KernelSHAPIQ",750,14.8239261646152,12.8244511227763,16.823401206454
"7","k=1","KernelSHAPIQ",1000,6.24392463682283,5.10126731754523,7.38658195610043
"8","k=1","PermutationIQ",50,422.108665279375,336.039817183654,508.177513375096
"9","k=1","PermutationIQ",100,165.450615492861,133.575945402404,197.325285583318
"10","k=1","PermutationIQ",200,90.6583675719691,73.9907883802307,107.325946763708
"11","k=1","PermutationIQ",350,45.6045872514521,35.15929676608,56.0498777368243
"12","k=1","PermutationIQ",500,25.85576495953,20.9972079897119,30.714321929348
"13","k=1","PermutationIQ",750,21.5264258603825,14.8761249307494,28.1767267900157
"14","k=1","PermutationIQ",1000,14.945484678927,10.6956261890578,19.1953431687962
"15","k=1","PermutationIQStratified",100,159.389582782411,121.717073470616,197.062092094205
"16","k=1","PermutationIQStratified",200,90.8790091726109,75.3164128589948,106.441605486227
"17","k=1","PermutationIQStratified",350,36.6748094325608,30.9358453024108,42.4137735627108
"18","k=1","PermutationIQStratified",500,23.5452060683681,19.2323141141641,27.8580980225721
"19","k=1","PermutationIQStratified",750,16.0346655353546,12.6032560739704,19.4660749967389
"20","k=1","PermutationIQStratified",1000,11.6189238507302,8.98601337992462,14.2518343215359
"21","k=1","PermutationSamplingSII",50,2432.6255862931,2203.74340404806,2661.50776853814
"22","k=1","PermutationSamplingSII",100,2432.6255862931,2203.74340404806,2661.50776853814
"23","k=1","PermutationSamplingSII",200,2432.6255862931,2203.74340404806,2661.50776853814
"24","k=1","PermutationSamplingSII",350,1248.28416558069,1082.72424439257,1413.84408676881
"25","k=1","PermutationSamplingSII",500,1082.00820610928,918.748076580804,1245.26833563775
"26","k=1","PermutationSamplingSII",750,491.273405868167,399.042940399214,583.50387133712
"27","k=1","PermutationSamplingSII",1000,497.627199244112,382.978343565312,612.276054922912
"28","k=1","SHAPIQ",50,1213.23405018257,1087.67870148561,1338.78939887952
"29","k=1","SHAPIQ",100,647.368221336808,584.98662702635,709.749815647266
"30","k=1","SHAPIQ",200,522.355342011633,469.040130216536,575.67055380673
"31","k=1","SHAPIQ",350,467.423038689029,421.864367373566,512.981710004491
"32","k=1","SHAPIQ",500,458.207696042643,413.82079080758,502.594601277706
"33","k=1","SHAPIQ",750,92.570905167435,80.9933218687961,104.148488466074
"34","k=1","SHAPIQ",1000,36.1045845158464,31.2779828954067,40.9311861362861
"35","k=1","SVARMIQ",50,1051.62319228389,951.182107733337,1152.06427683444
"36","k=1","SVARMIQ",100,537.340348347361,484.079579533525,590.601117161197
"37","k=1","SVARMIQ",200,466.749900357628,420.835668602774,512.664132112483
"38","k=1","SVARMIQ",350,452.720927843296,408.010266638762,497.43158904783
"39","k=1","SVARMIQ",500,451.517468725032,407.326320297448,495.708617152616
"40","k=1","SVARMIQ",750,40.473065917969,34.9231455280156,46.0229863079225
"41","k=1","SVARMIQ",1000,13.9979728169791,12.443819770406,15.5521258635522
"42","k=2","KernelSHAPIQ",50,19119266.6941329,2451861.69887574,35786671.6893901
"43","k=2","KernelSHAPIQ",100,619.978960231826,524.512552217596,715.445368246056
