"","Facetvar","Approximator","Runtime_mean","RuntimeWithCostPerBudget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"1","k=4","KernelSHAPIQ",0.487699971199036,2500.4876999712,0.003997806126171,0.00388935062075395,0.00410626163158805
"2","k=4","KernelSHAPIQ",0.919282236099243,5000.9192822361,0.00753408608058647,0.00686827522565713,0.00819989693551581
"3","k=4","KernelSHAPIQ",2.14504730224609,12502.1450473022,0.00814022647831228,0.00722128185358113,0.00905917110304343
"4","k=4","KernelSHAPIQ",4.13430191040039,25004.1343019104,0.00466355651955351,0.00419444281098052,0.0051326702281265
"5","k=4","KernelSHAPIQ",5.9348203420639,37505.9348203421,0.00338820736151117,0.00302617887622991,0.00375023584679243
"6","k=4","KernelSHAPIQ",7.25805753707886,50007.2580575371,43.3228581971725,23.7366945262345,62.9090218681106
"7","k=4","KernelSHAPIQ",7.46048518180847,100007.460485182,0.0701847308178842,0.0607760778818054,0.0795933837539629
"8","k=4","KernelSHAPIQ",7.83275764465332,175007.832757645,0.014677199474429,0.0127086530023082,0.0166457459465497
"9","k=4","KernelSHAPIQ",8.17996959209442,250008.179969592,0.0075321715636693,0.00651658710846979,0.00854775601886881
"10","k=4","PermutationIQ",0.0362711763381958,2500.03627117634,0.0999534580329728,0.0935713654340145,0.106335550631931
"11","k=4","PermutationIQ",0.0785503721237183,5000.07855037212,0.0702862597755536,0.0675820372585414,0.0729904822925658
"12","k=4","PermutationIQ",0.154219408035278,12500.154219408,0.0396844105062393,0.0387290919786024,0.0406397290338763
"13","k=4","PermutationIQ",0.297406363487244,25000.2974063635,0.0248670802317939,0.0245079685578443,0.0252261919057435
"14","k=4","PermutationIQ",0.441187496185303,37500.4411874962,0.0175459389267845,0.0173224452912928,0.0177694325622763
"15","k=4","PermutationIQ",0.587677621841431,50000.5876776218,0.0150001416929776,0.014808642271872,0.0151916411140832
"16","k=4","PermutationIQ",1.16149005889893,100001.161490059,0.0084071705631633,0.00832005663378689,0.0084942844925397
"17","k=4","PermutationIQ",2.01967689990997,175002.0196769,0.00553627378236709,0.00549271710206216,0.00557983046267202
"18","k=4","PermutationIQ",2.92411372184753,250002.924113722,0.00410473936468987,0.00406673356619374,0.004142745163186
"19","k=4","PermutationIQStratified",0.202507019042969,5000.20250701904,0.674377162651294,0.619235157145018,0.72951916815757
"20","k=4","PermutationIQStratified",0.300668654441833,12500.3006686544,0.190150035974653,0.179361603525688,0.200938468423618
"21","k=4","PermutationIQStratified",0.464777164459229,25000.4647771645,0.062314603019675,0.0596736025244975,0.0649556035148524
"22","k=4","PermutationIQStratified",0.61457808971405,37500.6145780897,0.0326173603210467,0.0310355932847394,0.0341991273573541
"23","k=4","PermutationIQStratified",0.765413846969604,50000.765413847,0.0249079558808491,0.022754807504472,0.0270611042572263
"24","k=4","PermutationIQStratified",1.36642410755157,100001.366424108,0.00895193021231323,0.00884553791970429,0.00905832250492217
"25","k=4","PermutationIQStratified",2.27442342758179,175002.274423428,0.0056787772360744,0.00562959482536931,0.00572795964677949
"26","k=4","PermutationIQStratified",3.21812237739563,250003.218122377,0.00416505780517123,0.00412858755080381,0.00420152805953865
"27","k=4","PermutationSamplingSII",9.37938690185547e-05,2500.00009379387,0.00386990395274347,0.00376999069972298,0.00396981720576396
"28","k=4","PermutationSamplingSII",9.41896438598633e-05,5000.00009418964,0.00386990395274347,0.00376999069972298,0.00396981720576396
"29","k=4","PermutationSamplingSII",9.25350189208984e-05,12500.000092535,0.00386990395274347,0.00376999069972298,0.00396981720576396
"30","k=4","PermutationSamplingSII",0.00330571174621582,25000.0033057117,0.00595769037988055,0.00573790716604422,0.00617747359371688
"31","k=4","PermutationSamplingSII",0.00635459423065185,37500.0063545942,0.00811053988967811,0.00787679810083073,0.00834428167852549
"32","k=4","PermutationSamplingSII",0.00634473323822021,50000.0063447332,0.00869881122152087,0.00840359883337936,0.00899402360966238
"33","k=4","PermutationSamplingSII",0.0153830051422119,100000.015383005,0.0154777942731013,0.0150071600054829,0.0159484285407197
"34","k=4","PermutationSamplingSII",0.0275602960586548,175000.027560296,0.0235756577684324,0.0229080278422067,0.024243287694658
"35","k=4","PermutationSamplingSII",0.0427150392532349,250000.042715039,0.0337090833555917,0.0329969794216271,0.0344211872895563
"36","k=4","SHAPIQ",0.0791589117050171,2500.07915891171,0.227639156236154,0.200825230342471,0.254453082129837
"37","k=4","SHAPIQ",0.0923909759521484,5000.09239097595,0.108859481997511,0.0962169781752047,0.121501985819818
"38","k=4","SHAPIQ",0.139279289245605,12500.1392792892,0.030296707449754,0.0267195581074658,0.0338738567920422
"39","k=4","SHAPIQ",0.201499338150024,25000.2014993381,0.00859224196338955,0.00764141799666776,0.00954306593011134
