"","Facetvar","Approximator","Runtime_mean","RuntimeWithCostPerBudget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"1","k=4","KernelSHAPIQ",0.496214947700501,25000.4962149477,0.00211363115420715,0.00189833829341432,0.00232892401499998
"2","k=4","KernelSHAPIQ",0.936926455497742,50000.9369264555,0.00306317700739933,0.00288892746066689,0.00323742655413177
"3","k=4","KernelSHAPIQ",2.18333754062653,125002.183337541,0.00165535908857834,0.00160947367902169,0.00170124449813499
"4","k=4","KernelSHAPIQ",4.21108920574188,250004.211089206,0.00145365097268044,0.00143524894106362,0.00147205300429726
"5","k=4","KernelSHAPIQ",6.04496252059937,375006.044962521,0.00152028297478224,0.00149760751953656,0.00154295843002792
"6","k=4","KernelSHAPIQ",7.38160616397858,500007.381606164,15.0982279765082,8.82691330273763,21.3695426502788
"7","k=4","KernelSHAPIQ",7.59850774288178,1000007.59850774,0.0380432167477118,0.0373425178703601,0.0387439156250635
"8","k=4","KernelSHAPIQ",7.96082542896271,1750007.96082543,0.00729871258293686,0.00720433767952549,0.00739308748634823
"9","k=4","KernelSHAPIQ",8.32037065505981,2500008.32037066,0.00356818599738061,0.00353383614391178,0.00360253585084944
"10","k=4","PermutationIQ",0.0368831014633179,25000.0368831015,0.92643375607853,0.884216345314735,0.968651166842324
"11","k=4","PermutationIQ",0.0754348945617676,50000.0754348946,0.350545577722714,0.342108829826067,0.358982325619361
"12","k=4","PermutationIQ",0.157359981536865,125000.157359982,0.170785943310131,0.167191993933096,0.174379892687167
"13","k=4","PermutationIQ",0.301966762542725,250000.301966763,0.102557776785175,0.101028283660222,0.104087269910129
"14","k=4","PermutationIQ",0.438700098991394,375000.438700099,0.0727625791908812,0.0718635207472432,0.0736616376345191
"15","k=4","PermutationIQ",0.583385753631592,500000.583385754,0.0595177676560421,0.0585609298893653,0.0604746054227189
"16","k=4","PermutationIQ",1.15654847621918,1000001.15654848,0.0343115265975119,0.0339274927026236,0.0346955604924002
"17","k=4","PermutationIQ",2.01873867511749,1750002.01873868,0.0212048310346604,0.0209859362484956,0.0214237258208253
"18","k=4","PermutationIQ",2.93742616176605,2500002.93742616,0.0152976873688439,0.015125128138117,0.0154702465995707
