"","Facetvar","Variant","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"173","K=(2, 3)","inverse_variance_weighting",3500,0.554929294553854,0.519962713360764,0.589895875746944
"174","K=(2, 3)","inverse_variance_weighting",5000,0.57272647663718,0.545070626890389,0.60038232638397
"175","K=(2, 3)","inverse_variance_weighting",7500,0.580821755597624,0.563157078736523,0.598486432458725
"176","K=(2, 3)","inverse_variance_weighting",10000,0.576601710000508,0.559277734641517,0.593925685359498
"177","K=(2, 3)","inverse_variance_weighting_optimal",50,1.48932610610148,1.175211677967,1.80344053423597
"178","K=(2, 3)","inverse_variance_weighting_optimal",100,1.29413180538963,0.959933249948355,1.6283303608309
"179","K=(2, 3)","inverse_variance_weighting_optimal",250,0.730706136586424,0.608560198940772,0.852852074232077
"180","K=(2, 3)","inverse_variance_weighting_optimal",500,0.661054707571848,0.595926529434022,0.726182885709673
"181","K=(2, 3)","inverse_variance_weighting_optimal",750,0.740610392266521,0.674023848286543,0.8071969362465
"182","K=(2, 3)","inverse_variance_weighting_optimal",1000,0.702225406014725,0.642713266156834,0.761737545872617
"183","K=(2, 3)","inverse_variance_weighting_optimal",2000,0.56995960116228,0.529462018856823,0.610457183467737
"184","K=(2, 3)","inverse_variance_weighting_optimal",3500,0.628705341865896,0.595242140639018,0.662168543092774
"185","K=(2, 3)","inverse_variance_weighting_optimal",5000,0.617120709026134,0.592379049921763,0.641862368130505
"186","K=(2, 3)","inverse_variance_weighting_optimal",7500,0.60812959171582,0.59150687683977,0.624752306591871
"187","K=(2, 3)","inverse_variance_weighting_optimal",10000,0.60126986896204,0.58481781873382,0.61772191919026
"188","K=(2, 3)","mean",50,2.61005265889803,1.52005888403678,3.70004643375927
"189","K=(2, 3)","mean",100,1.39466185528563,0.657062926284718,2.13226078428654
"190","K=(2, 3)","mean",250,0.982793492053336,0.717780401758237,1.24780658234844
"191","K=(2, 3)","mean",500,0.661532925970865,0.56777906364979,0.75528678829194
"192","K=(2, 3)","mean",750,0.866773348956273,0.75269564722059,0.980851050691955
"193","K=(2, 3)","mean",1000,0.677239770514078,0.60737240928251,0.747107131745646
"194","K=(2, 3)","mean",2000,0.575476220242625,0.518684629811729,0.63226781067352
"195","K=(2, 3)","mean",3500,0.624083030702053,0.58273014072264,0.665435920681467
"196","K=(2, 3)","mean",5000,0.646136072208915,0.618376124527387,0.673896019890443
"197","K=(2, 3)","mean",7500,0.624529242488045,0.601660465738829,0.647398019237261
"198","K=(2, 3)","mean",10000,0.601214270575495,0.579325664494081,0.623102876656908
"199","K=(2, 3)","player_2",50,7.59708330494712,2.75953059222491,12.4346360176693
"200","K=(2, 3)","player_2",100,2.96714525137873,0.403464636961747,5.53082586579571
"201","K=(2, 3)","player_2",250,1.93595940220087,1.2368979679092,2.63502083649254
"202","K=(2, 3)","player_2",500,0.802176224449778,0.615274467484462,0.989077981415093
"203","K=(2, 3)","player_2",750,1.30879697620355,1.04709789305156,1.57049605935554
"204","K=(2, 3)","player_2",1000,0.734737183059508,0.605737099730094,0.863737266388923
"205","K=(2, 3)","player_2",2000,0.650066783795076,0.534318077219898,0.765815490370254
"206","K=(2, 3)","player_2",3500,0.647301809353161,0.579225716491089,0.715377902215233
"207","K=(2, 3)","player_2",5000,0.725276497966997,0.674502329938586,0.776050665995409
"208","K=(2, 3)","player_2",7500,0.673434743203963,0.626434481009876,0.720435005398051
"209","K=(2, 3)","player_2",10000,0.613610384768676,0.574957183654812,0.652263585882539
"210","K=(2, 3)","player_3",50,1.52607320427052,1.20201880815435,1.8501276003867
"211","K=(2, 3)","player_3",100,1.57950611936964,1.13554240226344,2.02346983647583
"212","K=(2, 3)","player_3",250,0.685376680585729,0.585775184844518,0.784978176326941
"213","K=(2, 3)","player_3",500,0.698508298768837,0.631722218511182,0.765294379026492
"214","K=(2, 3)","player_3",750,0.709306261351584,0.64597712231855,0.772635400384617
"215","K=(2, 3)","player_3",1000,0.746849415528055,0.676194697685712,0.817504133370397
"216","K=(2, 3)","player_3",2000,0.583107839424402,0.540763810169426,0.625451868679378
"217","K=(2, 3)","player_3",3500,0.640229821810115,0.605379862188125,0.675079781432105
"218","K=(2, 3)","player_3",5000,0.603923457162547,0.574878994107752,0.632967920217343
"219","K=(2, 3)","player_3",7500,0.601840799641841,0.582384473079406,0.621297126204275
"220","K=(2, 3)","player_3",10000,0.604603111716009,0.587564296903716,0.621641926528302
"221","K=(4, 5)","inverse_variance_weighting",50,0.538466816594689,0.438635505568601,0.638298127620777
"222","K=(4, 5)","inverse_variance_weighting",100,0.193519063487437,0.160703498990579,0.226334627984296
"223","K=(4, 5)","inverse_variance_weighting",250,0.349048682856595,0.307013227130228,0.391084138582962
"224","K=(4, 5)","inverse_variance_weighting",500,0.293614468239413,0.262736396810468,0.324492539668357
"225","K=(4, 5)","inverse_variance_weighting",750,0.243528013639632,0.216232388938845,0.270823638340419
"226","K=(4, 5)","inverse_variance_weighting",1000,0.247302216730895,0.221411347083081,0.27319308637871
"227","K=(4, 5)","inverse_variance_weighting",2000,0.208755927089196,0.189186881654195,0.228324972524197
"228","K=(4, 5)","inverse_variance_weighting",3500,0.18599560452719,0.174191568237959,0.197799640816422
"229","K=(4, 5)","inverse_variance_weighting",5000,0.199185519234491,0.189288656009323,0.209082382459658
"230","K=(4, 5)","inverse_variance_weighting",7500,0.18170183254434,0.173518649780593,0.189885015308087
