"","Facetvar","Approximator","Runtime_mean","RuntimeWithCostPerBudget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"1","k=4","KernelSHAPIQ",0.486631193161011,0.486631193161011,0.00150941421581121,0.00140979131362364,0.00160903711799878
"2","k=4","KernelSHAPIQ",0.918391227722168,0.918391227722168,0.0243024240422947,0.0238377644794803,0.0247670836051091
"3","k=4","KernelSHAPIQ",2.14255586624146,2.14255586624146,0.0274894817005005,0.0268219426966954,0.0281570207043055
"4","k=4","KernelSHAPIQ",4.12809790611267,4.12809790611267,0.0103121845225341,0.010117212219159,0.0105071568259092
"5","k=4","KernelSHAPIQ",5.92558874130249,5.92558874130249,0.00663873358554145,0.00650558658023039,0.00677188059085251
"6","k=4","KernelSHAPIQ",7.25285193920135,7.25285193920135,108.348972108428,69.5419705167509,147.155973700105
"7","k=4","KernelSHAPIQ",7.46055115222931,7.46055115222931,0.21077531760248,0.206949086278119,0.214601548926842
"8","k=4","KernelSHAPIQ",7.82178935527801,7.82178935527801,0.0440797320893648,0.0433972609483593,0.0447622032303703
"9","k=4","KernelSHAPIQ",8.16980209350586,8.16980209350586,0.0221710997168892,0.0217435690620607,0.0225986303717177
"10","k=4","PermutationIQ",0.0367088603973389,0.0367088603973389,0.00518161537992392,0.00495495991695479,0.00540827084289305
"11","k=4","PermutationIQ",0.0738955926895142,0.0738955926895142,0.00284591533375152,0.00277255050251934,0.0029192801649837
"12","k=4","PermutationIQ",0.155558881759644,0.155558881759644,0.00143741188804408,0.00140797644750443,0.00146684732858373
"13","k=4","PermutationIQ",0.296323928833008,0.296323928833008,0.00084228269990415,0.000825690521450898,0.000858874878357402
"14","k=4","PermutationIQ",0.440446949005127,0.440446949005127,0.00060182552319884,0.000593044478812272,0.000610606567585408
"15","k=4","PermutationIQ",0.584791030883789,0.584791030883789,0.00049523644029743,0.0004874879477793,0.00050298493281556
"16","k=4","PermutationIQ",1.15422016620636,1.15422016620636,0.00028212336510682,0.000277513186028651,0.000286733544184989
