"","Facetvar","Approximator","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"176","k=4","PermutationIQ",3500,0.00553627378236709,0.00549271710206216,0.00557983046267202
"177","k=4","PermutationIQ",5000,0.00410473936468987,0.00406673356619374,0.004142745163186
"178","k=4","PermutationIQStratified",100,0.674377162651294,0.619235157145018,0.72951916815757
"179","k=4","PermutationIQStratified",250,0.190150035974653,0.179361603525688,0.200938468423618
"180","k=4","PermutationIQStratified",500,0.062314603019675,0.0596736025244975,0.0649556035148524
"181","k=4","PermutationIQStratified",750,0.0326173603210467,0.0310355932847394,0.0341991273573541
"182","k=4","PermutationIQStratified",1000,0.0249079558808491,0.022754807504472,0.0270611042572263
"183","k=4","PermutationIQStratified",2000,0.00895193021231323,0.00884553791970429,0.00905832250492217
"184","k=4","PermutationIQStratified",3500,0.0056787772360744,0.00562959482536931,0.00572795964677949
"185","k=4","PermutationIQStratified",5000,0.00416505780517123,0.00412858755080381,0.00420152805953865
"186","k=4","PermutationSamplingSII",50,0.00386990395274347,0.00376999069972298,0.00396981720576396
"187","k=4","PermutationSamplingSII",100,0.00386990395274347,0.00376999069972298,0.00396981720576396
"188","k=4","PermutationSamplingSII",250,0.00386990395274347,0.00376999069972298,0.00396981720576396
"189","k=4","PermutationSamplingSII",500,0.00595769037988055,0.00573790716604422,0.00617747359371688
"190","k=4","PermutationSamplingSII",750,0.00811053988967811,0.00787679810083073,0.00834428167852549
"191","k=4","PermutationSamplingSII",1000,0.00869881122152087,0.00840359883337936,0.00899402360966238
"192","k=4","PermutationSamplingSII",2000,0.0154777942731013,0.0150071600054829,0.0159484285407197
"193","k=4","PermutationSamplingSII",3500,0.0235756577684324,0.0229080278422067,0.024243287694658
"194","k=4","PermutationSamplingSII",5000,0.0337090833555917,0.0329969794216271,0.0344211872895563
"195","k=4","SHAPIQ",50,0.227639156236154,0.200825230342471,0.254453082129837
"196","k=4","SHAPIQ",100,0.108859481997511,0.0962169781752047,0.121501985819818
