"","Facetvar","Approximator","Budget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"24","k=1","PermutationIQStratified",2000,6.003801174406e-05,5.12419349284311e-05,6.8834088559689e-05
"25","k=1","PermutationIQStratified",3500,4.18141467894001e-05,3.52006185994651e-05,4.84276749793351e-05
"26","k=1","PermutationIQStratified",5000,2.57212285688275e-05,2.24439821114146e-05,2.89984750262404e-05
"27","k=1","PermutationSamplingSII",50,0.0106430040027629,0.00912862929272666,0.0121573787127991
"28","k=1","PermutationSamplingSII",100,0.0106430040027629,0.00912862929272666,0.0121573787127991
"29","k=1","PermutationSamplingSII",250,0.0106430040027629,0.00912862929272666,0.0121573787127991
"30","k=1","PermutationSamplingSII",500,0.0116100679847661,0.0101379535498108,0.0130821824197213
"31","k=1","PermutationSamplingSII",750,0.00593929525287544,0.00497249991864362,0.00690609058710726
"32","k=1","PermutationSamplingSII",1000,0.00624325715981384,0.00547086339710166,0.00701565092252602
"33","k=1","PermutationSamplingSII",2000,0.00322746577039718,0.0026920165003005,0.00376291504049386
"34","k=1","PermutationSamplingSII",3500,0.00126110761479265,0.00110226282550191,0.00141995240408339
"35","k=1","PermutationSamplingSII",5000,0.00074127885630624,0.0006343039834899,0.00084825372912258
"36","k=1","SHAPIQ",50,0.0105154878384795,0.00918704382781768,0.0118439318491413
"37","k=1","SHAPIQ",100,0.00476570855197882,0.004091047378348,0.00544036972560964
"38","k=1","SHAPIQ",250,0.00359695562966594,0.00306132535026336,0.00413258590906852
"39","k=1","SHAPIQ",500,0.00305866969991754,0.00259975775508165,0.00351758164475343
"40","k=1","SHAPIQ",750,0.00300141528937107,0.00253849473679836,0.00346433584194378
"41","k=1","SHAPIQ",1000,0.00358922224598924,0.00294188407313377,0.00423656041884471
"42","k=1","SHAPIQ",2000,0.00021547408320701,0.000178228539401583,0.000252719627012437
"43","k=1","SHAPIQ",3500,7.24248370026292e-05,5.94887672004518e-05,8.53609068048067e-05
"44","k=1","SHAPIQ",5000,4.1077922547242e-05,3.31557183836637e-05,4.90001267108204e-05
"45","k=1","SVARMIQ",50,0.00773431327741371,0.00666154231447586,0.00880708424035156
"46","k=1","SVARMIQ",100,0.00336559527808418,0.0028566436328695,0.00387454692329886
"47","k=1","SVARMIQ",250,0.00302715805834663,0.00256170511162132,0.00349261100507194
"48","k=1","SVARMIQ",500,0.00296813197467768,0.00251250192811428,0.00342376202124108
"49","k=1","SVARMIQ",750,0.0029586112345325,0.002497063653252,0.003420158815813
"50","k=1","SVARMIQ",1000,0.00122921643458315,0.00107534515298284,0.00138308771618346
"51","k=1","SVARMIQ",2000,5.34711964540085e-05,4.65073288686094e-05,6.04350640394077e-05
"52","k=1","SVARMIQ",3500,1.82366351614762e-05,1.57811803532578e-05,2.06920899696946e-05
"53","k=1","SVARMIQ",5000,9.9574349076425e-06,8.75930531037992e-06,1.11555645049051e-05
"54","k=2","KernelSHAPIQ",50,12085380598384.2,113.880859375,24170761196654.5
"55","k=2","KernelSHAPIQ",100,0.770244891518524,0.11582096122204,1.42466882181501
"56","k=2","KernelSHAPIQ",250,0.00281208203316845,0.00243005840413402,0.00319410566220288
"57","k=2","KernelSHAPIQ",500,0.00056259491800069,0.000486893651850998,0.000638296184150382
"58","k=2","KernelSHAPIQ",750,0.00042019094394228,0.000362388335496488,0.000477993552388072
"59","k=2","KernelSHAPIQ",1000,0.00112804675853928,0.00095942753362131,0.00129666598345725
"60","k=2","KernelSHAPIQ",2000,0.00010609030021688,8.72248802236663e-05,0.000124955720210094
"61","k=2","KernelSHAPIQ",3500,3.90940300782509e-05,3.23743238210126e-05,4.58137363354893e-05
"62","k=2","KernelSHAPIQ",5000,2.35171977567538e-05,1.94190217607387e-05,2.76153737527689e-05
"63","k=2","PermutationIQ",50,0.00494754564059413,0.00433897804462737,0.00555611323656089
"64","k=2","PermutationIQ",100,0.00233102209983722,0.00207628655371164,0.0025857576459628
"65","k=2","PermutationIQ",250,0.00153446758718492,0.00133235609746844,0.0017365790769014
"66","k=2","PermutationIQ",500,0.00076762465137108,0.000678915244857054,0.000856334057885106
"67","k=2","PermutationIQ",750,0.00052811605516173,0.00046555477682946,0.000590677333494
"68","k=2","PermutationIQ",1000,0.00039526942054432,0.000348042083088958,0.000442496757999682
"69","k=2","PermutationIQ",2000,0.0001974202528762,0.000174696598143174,0.000220143907609226
"70","k=2","PermutationIQ",3500,0.00013192422280977,0.000115270433282932,0.000148578012336608
"71","k=2","PermutationIQ",5000,7.42333312318034e-05,6.59932066876129e-05,8.24734557759939e-05
"72","k=2","PermutationIQStratified",100,0.0109066028902271,0.00803533540640657,0.0137778703740476
"73","k=2","PermutationIQStratified",250,0.00316276351912567,0.0026703890458896,0.00365513799236174
"74","k=2","PermutationIQStratified",500,0.00118107727904717,0.00104471509524433,0.00131743946285001
"75","k=2","PermutationIQStratified",750,0.00073692406137604,0.000642192528393158,0.000831655594358922
"76","k=2","PermutationIQStratified",1000,0.00053137468007016,0.000463481577567902,0.000599267782572418
"77","k=2","PermutationIQStratified",2000,0.00020248975073737,0.000179871216132881,0.000225108285341859
"78","k=2","PermutationIQStratified",3500,0.00013213235812105,0.000115761925227072,0.000148502791015028
"79","k=2","PermutationIQStratified",5000,7.34607627492336e-05,6.56350703497135e-05,8.12864551487537e-05
"80","k=2","PermutationSamplingSII",50,0.00132405731940262,0.00120558915276716,0.00144252548603808
"81","k=2","PermutationSamplingSII",100,0.00132405731940262,0.00120558915276716,0.00144252548603808
"82","k=2","PermutationSamplingSII",250,0.00132405731940262,0.00120558915276716,0.00144252548603808
"83","k=2","PermutationSamplingSII",500,0.00193889179798359,0.00169381439011939,0.00218396920584779
"84","k=2","PermutationSamplingSII",750,0.00223638518130794,0.00198082187183985,0.00249194849077603
"85","k=2","PermutationSamplingSII",1000,0.00244569609087171,0.00209585628093283,0.00279553590081059
"86","k=2","PermutationSamplingSII",2000,0.00366589456041424,0.00312174712889489,0.00421004199193359
"87","k=2","PermutationSamplingSII",3500,0.0034182525155008,0.0029892383772795,0.0038472666537221
"88","k=2","PermutationSamplingSII",5000,0.00289962716320781,0.00251784239380756,0.00328141193260806
"89","k=2","SHAPIQ",50,0.054860327781167,0.0479571802781378,0.0617634752841962
"90","k=2","SHAPIQ",100,0.022823408360011,0.0199687193307762,0.0256780973892458
"91","k=2","SHAPIQ",250,0.00638713361453023,0.00565298727774065,0.00712127995131981
"92","k=2","SHAPIQ",500,0.00112608322679913,0.00099857626117569,0.00125359019242257
"93","k=2","SHAPIQ",750,0.00071095785359813,0.000635312701046489,0.000786603006149771
"94","k=2","SHAPIQ",1000,0.0189905098043346,0.0161399324650755,0.0218410871435938
"95","k=2","SHAPIQ",2000,0.00094390848683656,0.00080344710625834,0.00108436986741478
"96","k=2","SHAPIQ",3500,0.00037893466442839,0.000321353335241124,0.000436515993615656
"97","k=2","SHAPIQ",5000,0.00022181754582272,0.000186806471605642,0.000256828620039798
"98","k=2","SVARMIQ",50,0.00603149845239339,0.00531041805166265,0.00675257885312413
"99","k=2","SVARMIQ",100,0.00625810364463379,0.00554207450899409,0.00697413278027349
"100","k=2","SVARMIQ",250,0.00263072039657664,0.00234153195452676,0.00291990883862652
"101","k=2","SVARMIQ",500,0.00057510035973257,0.000514943790382158,0.000635256929082982
"102","k=2","SVARMIQ",750,0.00052540134674986,0.000468488177760159,0.000582314515739561
"103","k=2","SVARMIQ",1000,0.00719116475784905,0.00618726151189693,0.00819506800380117
"104","k=2","SVARMIQ",2000,0.00022931955966364,0.000201587355977852,0.000257051763349428
"105","k=2","SVARMIQ",3500,8.32576562951829e-05,7.3659190021686e-05,9.28561225686797e-05
"106","k=2","SVARMIQ",5000,5.18537868807191e-05,4.55107743881816e-05,5.81967993732565e-05
"107","k=3","KernelSHAPIQ",50,0.0113666026411738,0.00304188772259728,0.0196913175597503
"108","k=3","KernelSHAPIQ",100,10.0976634567281,1.788204922073,18.4071219913832
"109","k=3","KernelSHAPIQ",250,18.2380251288151,5.42073038423698,31.0553198733931
"110","k=3","KernelSHAPIQ",500,0.519920886193087,0.110508725092492,0.929333047293681
"111","k=3","KernelSHAPIQ",750,0.0115262681894533,0.0097440152981022,0.0133085210808044
"112","k=3","KernelSHAPIQ",1000,0.0003880235030339,0.000336691203626026,0.000439355802441774
"113","k=3","KernelSHAPIQ",2000,0.00055273289228569,0.000458114883639504,0.000647350900931877
"114","k=3","KernelSHAPIQ",3500,0.00022357980340801,0.000182901837949126,0.000264257768866894
"115","k=3","KernelSHAPIQ",5000,0.00012019715484841,9.96389430065058e-05,0.000140755366690314
"116","k=3","PermutationIQ",50,0.00560795014171261,0.00487496283151223,0.00634093745191299
"117","k=3","PermutationIQ",100,0.00320958824215566,0.00283629117768049,0.00358288530663083
"118","k=3","PermutationIQ",250,0.00200368802563419,0.00178362303449603,0.00222375301677235
"119","k=3","PermutationIQ",500,0.00118088608228119,0.00106021339606467,0.00130155876849771
"120","k=3","PermutationIQ",750,0.00088511819736141,0.000793773373715742,0.000976463021007078
"121","k=3","PermutationIQ",1000,0.00078372320087371,0.00068849466290958,0.00087895173883784
"122","k=3","PermutationIQ",2000,0.00039439764647971,0.000354008020540376,0.000434787272419044
"123","k=3","PermutationIQ",3500,0.00027243538536239,0.000241246092321372,0.000303624678403408
"124","k=3","PermutationIQ",5000,0.00018175943459697,0.000162732987038278,0.000200785882155662
"125","k=3","PermutationIQStratified",100,0.047351896627259,0.0349003011260531,0.0598034921284649
"126","k=3","PermutationIQStratified",250,0.0118020212430138,0.00882371027283747,0.0147803322131902
"127","k=3","PermutationIQStratified",500,0.00316093640651521,0.00261995783950465,0.00370191497352577
"128","k=3","PermutationIQStratified",750,0.00187554862921006,0.00145197842743196,0.00229911883098816
"129","k=3","PermutationIQStratified",1000,0.00107042279729438,0.0009219908137485,0.00121885478084026
"130","k=3","PermutationIQStratified",2000,0.00043655948498495,0.000391624288914226,0.000481494681055674
"131","k=3","PermutationIQStratified",3500,0.00028767992998525,0.00025500550422951,0.00032035435574099
"132","k=3","PermutationIQStratified",5000,0.00018608910722271,0.000166836909285353,0.000205341305160067
"133","k=3","PermutationSamplingSII",50,0.00063417601738876,0.000568107451672354,0.000700244583105166
"134","k=3","PermutationSamplingSII",100,0.00063417601738876,0.000568107451672354,0.000700244583105166
"135","k=3","PermutationSamplingSII",250,0.00063417601738876,0.000568107451672354,0.000700244583105166
"136","k=3","PermutationSamplingSII",500,0.00067436633576794,0.000602028223183832,0.000746704448352048
"137","k=3","PermutationSamplingSII",750,0.00079608165846485,0.000702876990337504,0.000889286326592196
"138","k=3","PermutationSamplingSII",1000,0.00079703371442308,0.0006935049875645,0.00090056244128166
"139","k=3","PermutationSamplingSII",2000,0.00099899902620001,0.00088704580267108,0.00111095224972894
"140","k=3","PermutationSamplingSII",3500,0.00122196488663693,0.00106347404772214,0.00138045572555172
"141","k=3","PermutationSamplingSII",5000,0.00148419296171088,0.00125856866990459,0.00170981725351717
"142","k=3","SHAPIQ",50,0.281359731365119,0.244812263524882,0.317907199205357
"143","k=3","SHAPIQ",100,0.131512782753938,0.115035636804914,0.147989928702963
"144","k=3","SHAPIQ",250,0.0347092481690362,0.0304466443460553,0.0389718519920171
"145","k=3","SHAPIQ",500,0.00789459888204249,0.00689839273649256,0.00889080502759242
"146","k=3","SHAPIQ",750,0.00311305814307215,0.0027238805005813,0.003502235785563
"147","k=3","SHAPIQ",1000,0.113512491029098,0.0970459664235717,0.129979015634625
"148","k=3","SHAPIQ",2000,0.00583840689756974,0.00497427724531343,0.00670253654982605
"149","k=3","SHAPIQ",3500,0.00228766934763914,0.00194180521267676,0.00263353348260152
"150","k=3","SHAPIQ",5000,0.00132935531744586,0.00112913356590242,0.0015295770689893
"151","k=3","SVARMIQ",50,0.0109858995965237,0.0097610104373055,0.0122107887557418
"152","k=3","SVARMIQ",100,0.0245482406005123,0.0217542037567653,0.0273422774442593
"153","k=3","SVARMIQ",250,0.00737282203270849,0.00651936373238293,0.00822628033303405
"154","k=3","SVARMIQ",500,0.0021258843374207,0.00189541016080571,0.00235635851403569
"155","k=3","SVARMIQ",750,0.00105932410154452,0.00094297069116612,0.00117567751192292
"156","k=3","SVARMIQ",1000,0.0183641695891403,0.0157750256473333,0.0209533135309473
"157","k=3","SVARMIQ",2000,0.00158937644373896,0.00140077815167667,0.00177797473580125
"158","k=3","SVARMIQ",3500,0.0004556987199518,0.000402014577410709,0.000509382862492891
"159","k=3","SVARMIQ",5000,0.00024734839447287,0.000217441312708579,0.000277255476237161
"160","k=4","KernelSHAPIQ",50,0.00043253026638611,0.000376571305348089,0.000488489227424131
"161","k=4","KernelSHAPIQ",100,0.00140068563103281,0.00117794379860676,0.00162342746345886
"162","k=4","KernelSHAPIQ",250,0.0012223254918931,0.00102074565242485,0.00142390533136135
"163","k=4","KernelSHAPIQ",500,0.0005814708060819,0.000503086150254282,0.000659855461909518
"164","k=4","KernelSHAPIQ",750,0.00051017550957559,0.000448226976816075,0.000572124042335105
"165","k=4","KernelSHAPIQ",1000,1.93053779921116,1.0507769862236,2.81029861219873
"166","k=4","KernelSHAPIQ",2000,0.0071384513490133,0.00565316443216515,0.00862373826586145
"167","k=4","KernelSHAPIQ",3500,0.00152125144031866,0.00121067940538664,0.00183182347525068
"168","k=4","KernelSHAPIQ",5000,0.00081767883390908,0.00064161933255535,0.00099373833526281
"169","k=4","PermutationIQ",50,0.00857346650974995,0.00709154132296292,0.010055391696537
"170","k=4","PermutationIQ",100,0.00521154235749678,0.00452566631031897,0.00589741840467459
"171","k=4","PermutationIQ",250,0.00403561933887891,0.00351550530638604,0.00455573337137178
"172","k=4","PermutationIQ",500,0.00233101138268824,0.0020737460853387,0.00258827668003778
"173","k=4","PermutationIQ",750,0.00179749086943276,0.001608956944567,0.00198602479429852
"174","k=4","PermutationIQ",1000,0.00154730246736576,0.00137340127665644,0.00172120365807508
"175","k=4","PermutationIQ",2000,0.00087220680266661,0.000775739090645022,0.000968674514688198
"176","k=4","PermutationIQ",3500,0.00059448189195981,0.00052543196510253,0.00066353181881709
"177","k=4","PermutationIQ",5000,0.00043107759735295,0.000382745229346442,0.000479409965359458
"178","k=4","PermutationIQStratified",100,0.319401001581901,0.227274235247216,0.411527767916586
"179","k=4","PermutationIQStratified",250,0.0434617067897976,0.0337459437835885,0.0531774697960067
"180","k=4","PermutationIQStratified",500,0.0129121340662884,0.00957813961019946,0.0162461285223774
"181","k=4","PermutationIQStratified",750,0.00498634558375644,0.0035932775264143,0.00637941364109858
"182","k=4","PermutationIQStratified",1000,0.0030322148845122,0.00212119260179328,0.00394323716723112
"183","k=4","PermutationIQStratified",2000,0.00096120018207603,0.000854130691043,0.00106826967310906
"184","k=4","PermutationIQStratified",3500,0.00062073352477783,0.000548768069354196,0.000692698980201464
"185","k=4","PermutationIQStratified",5000,0.00044488250496028,0.000394730913462697,0.000495034096457863
"186","k=4","PermutationSamplingSII",50,0.00038337482337552,0.000336149421445965,0.000430600225305075
"187","k=4","PermutationSamplingSII",100,0.00038337482337552,0.000336149421445965,0.000430600225305075
"188","k=4","PermutationSamplingSII",250,0.00038337482337552,0.000336149421445965,0.000430600225305075
"189","k=4","PermutationSamplingSII",500,0.00039918705753446,0.000350944279710318,0.000447429835358602
"190","k=4","PermutationSamplingSII",750,0.00042355782680591,0.000370840964566455,0.000476274689045365
"191","k=4","PermutationSamplingSII",1000,0.00040685266265613,0.00035709872789528,0.00045660659741698
"192","k=4","PermutationSamplingSII",2000,0.00045184243195057,0.000393329372408073,0.000510355491493067
"193","k=4","PermutationSamplingSII",3500,0.00053288444167388,0.000459338265093651,0.000606430618254109
"194","k=4","PermutationSamplingSII",5000,0.00064288871332426,0.000545421228709149,0.000740356197939371
"195","k=4","SHAPIQ",50,0.913254178921409,0.791897785464646,1.03461057237817
"196","k=4","SHAPIQ",100,0.452665089408855,0.395505963019058,0.509824215798651
"197","k=4","SHAPIQ",250,0.116482923944647,0.10223562249587,0.130730225393424
"198","k=4","SHAPIQ",500,0.0319302763135464,0.0279194409724852,0.0359411116546075
"199","k=4","SHAPIQ",750,0.0120809519223383,0.0105753688973874,0.0135865349472891
"200","k=4","SHAPIQ",1000,0.948359913847564,0.813738908365256,1.08298091932987
"201","k=4","SHAPIQ",2000,0.0474997375579253,0.0406941712464624,0.0543053038693882
"202","k=4","SHAPIQ",3500,0.0182365071016259,0.0156307637036309,0.0208422504996209
"203","k=4","SHAPIQ",5000,0.0104972452249112,0.00896444618546301,0.0120300442643594
"204","k=4","SVARMIQ",50,0.0236822528225729,0.0209458587967935,0.0264186468483524
"205","k=4","SVARMIQ",100,0.068832278383856,0.0604881444068617,0.0771764123608503
"206","k=4","SVARMIQ",250,0.0126719380778211,0.0112414376202661,0.014102438535376
"207","k=4","SVARMIQ",500,0.0257252705210565,0.0222486021324477,0.0292019389096653
"208","k=4","SVARMIQ",750,0.00704486158596418,0.0060998802395219,0.00798984293240646
"209","k=4","SVARMIQ",1000,0.0396036114668799,0.0336596136418163,0.0455476092919435
"210","k=4","SVARMIQ",2000,0.0102610918329097,0.00895210916764741,0.011570074498172
"211","k=4","SVARMIQ",3500,0.00530204254221493,0.00460978421269169,0.00599430087173817
"212","k=4","SVARMIQ",5000,0.00295234146477162,0.00257417339171554,0.0033305095378277
