"","Facetvar","Approximator","Runtime_mean","RuntimeWithCostPerBudget","MSE","MSE_ribbon_min","MSE_ribbon_max"
"1","k=4","KernelSHAPIQ",0.946390986442566,0.946390986442566,0.00061736618564979,0.00054883982350397,0.00068589254779561
"2","k=4","KernelSHAPIQ",1.72475596427917,1.72475596427917,0.00178915617171054,0.00159852723166431,0.00197978511175677
"3","k=4","KernelSHAPIQ",3.91852643966675,3.91852643966675,0.00218408697021091,0.00194004107914112,0.0024281328612807
"4","k=4","KernelSHAPIQ",7.49158908367157,7.49158908367157,0.00144233802119237,0.00125650020456467,0.00162817583782007
"5","k=4","KernelSHAPIQ",10.9573754262924,10.9573754262924,0.00104054312065286,0.00090990303563191,0.00117118320567381
"6","k=4","KernelSHAPIQ",14.2109477996826,14.2109477996826,0.00100144320099594,0.00087149364974487,0.00113139275224701
"7","k=4","KernelSHAPIQ",19.6449612808228,19.6449612808228,1578.94447058628,41.1717290379229,3116.71721213463
"8","k=4","KernelSHAPIQ",20.3450973033905,20.3450973033905,0.0248856533677555,0.020971006036262,0.028800300699249
"9","k=4","KernelSHAPIQ",21.0091574573517,21.0091574573517,0.00914295157583226,0.00772946544886509,0.0105564377027994
"10","k=4","PermutationIQ",0.138912153244019,0.138912153244019,0.0128439974310564,0.0109814727803111,0.0147065220818017
"11","k=4","PermutationIQ",0.111410894393921,0.111410894393921,0.0113929644911252,0.0100516220474562,0.0127343069347942
"12","k=4","PermutationIQ",0.298218007087708,0.298218007087708,0.0099533864400921,0.00902725031710731,0.0108795225630769
"13","k=4","PermutationIQ",0.488940291404724,0.488940291404724,0.00740980659404876,0.00673687946552895,0.00808273372256857
"14","k=4","PermutationIQ",0.685994381904602,0.685994381904602,0.00593228844529687,0.00540170809109036,0.00646286879950338
"15","k=4","PermutationIQ",0.975132060050964,0.975132060050964,0.00466698686129828,0.00422127039177657,0.00511270333081999
"16","k=4","PermutationIQ",1.81782469272614,1.81782469272614,0.0030536399870969,0.00277740062069783,0.00332987935349597
"17","k=4","PermutationIQ",3.17421067714691,3.17421067714691,0.00208122891289182,0.00188911677801156,0.00227334104777208
"18","k=4","PermutationIQ",4.58512674808502,4.58512674808502,0.00162795625593097,0.00147090313961326,0.00178500937224868
"19","k=4","PermutationIQStratified",0.379653987884521,0.379653987884521,1.49117326435778,0.863786647936525,2.11855988077904
